participant,trial_index,chart category,chart name,has dots,has median,jitter,group,response time (s),rating,location pvalue,spread pvalue,nonnormality pvalue,Kolmogorov-Smirnov distance,Wasserstein distance,Wasserstein spearman
Pb9b102599efe2,23,Box,box plot,0,1,density random,friends,3.921,2,0.0000378161307674763,0.620877306255305,0.387676305955624,0.38,0.625167652859961,0.624963270776378
Pb9b102599efe2,24,Violin,violin plot with box,0,0,density random,friends,5.351,1,0.46622006047296,0.000021013909455414,0.022358691077069,0.28,0.309540229885058,0.624963270776378
Pb9b102599efe2,25,Dot,dot plot,1,0,density random,friends,7.698,1,0.623632264237187,0.000152710564689906,0.262424715772564,0.22,0.377481481481482,0.624963270776378
Pb9b102599efe2,26,Dot,dot plot,1,0,density random,friends,4.501,1,0.695027885084147,0.00887958361306684,0.160552916821482,0.16,0.250940170940171,0.624963270776378
Pb9b102599efe2,27,Bands,central bands,0,1,density random,friends,4.483,1,0.560959765930125,0.00825944028977244,0.23183928371286,0.2,0.210209617755857,0.624963270776378
Pb9b102599efe2,28,Violin,violin plot with box,0,0,density random,friends,9.196,1,0.492500766150228,0.0203694641351708,0.11690737759656,0.24,0.326189555125725,0.624963270776378
Pb9b102599efe2,29,Bands,central bands,0,1,density random,friends,,1,0.0207910583704398,0.774532340860612,0.0569872042287787,0.24,0.31470113085622,0.624963270776378
Pb9b102599efe2,30,Violin,violin plot with box,0,0,density random,friends,4.998,1,0.685935241772326,0.00189495079372981,0.0641110304889601,0.26,0.33452736318408,0.624963270776378
Pb9b102599efe2,31,Box,box plot,0,1,density random,friends,9.202,2,0.448750705853339,7.98086041697843e-11,0.0000138025919524409,0.44,0.442076749435666,0.624963270776378
Pb9b102599efe2,32,Violin,violin plot with box,0,0,density random,friends,2.706,1,0.404677333550466,0.291866836585918,0.208109644972766,0.14,0.183402489626556,0.624963270776378
Pb9b102599efe2,34,Bands,central bands,0,1,density random,friends,7.066,3,4.19375645321907e-12,0.607840210005958,0.0452563139138716,0.62,0.729878721058435,0.624963270776378
Pb9b102599efe2,35,Box,box plot,0,1,density random,friends,8.951,3,0.849193551504409,0.0000247756360713947,0.0000156753392462289,0.28,0.225416666666667,0.624963270776378
Pb9b102599efe2,36,Box,box plot,0,1,density random,friends,6.997,1,0.958827372389551,0.000405454702225638,0.317867087573335,0.22,0.294654377880184,0.624963270776378
Pb9b102599efe2,37,Dot,dot plot,1,0,density random,friends,3.469,1,0.82199331464784,0.155713410430394,0.00485867330425743,0.12,0.138648180242634,0.624963270776378
Pb9b102599efe2,38,Bands,central bands,0,1,density random,friends,2.976,2,0.000000000945565625798395,0.931267882302312,0.36713311893246,0.54,0.823361629881155,0.624963270776378
Pb9b102599efe2,39,Box,box plot,0,1,density random,friends,3.186,2,0.000000252696963798371,0.759269183186231,0.292447036383386,0.52,0.67827027027027,0.624963270776378
Pb9b102599efe2,40,Bands,central bands,0,1,density random,friends,2.685,1,0.958308921055074,0.00000131663936686621,0.625735564793609,0.24,0.403880288957688,0.624963270776378
Pb9b102599efe2,41,Bands,central bands,0,1,density random,friends,1.965,2,0.00000257432086736564,0.213475566058462,0.295596632062354,0.42,0.589602446483181,0.624963270776378
Pb9b102599efe2,42,Box,box plot,0,1,density random,friends,5.997,1,0.012226090575941,0.41348642502947,0.241376090970131,0.3,0.403983402489627,0.624963270776378
Pb9b102599efe2,43,Box,box plot,0,1,density random,friends,3.906,1,0.362533443247462,0.320252234775882,0.222292123419156,0.16,0.212148148148148,0.624963270776378
Pb9b102599efe2,44,Bands,central bands,0,1,density random,friends,,2,0.425947554049155,0.0185155443576341,0.0996807504635721,0.18,0.192446633825944,0.624963270776378
Pb9b102599efe2,45,Bands,central bands,0,1,density random,friends,2.077,1,0.898576668691174,0.553263971672131,0.704555898195729,0.1,0.10046875,0.624963270776378
Pb9b102599efe2,46,Bands,central bands,0,1,density random,friends,4.745,2,0.683388842379232,0.000332023334676634,0.0125667120091655,0.2,0.364164648910412,0.624963270776378
Pb9b102599efe2,47,Dot,dot plot,1,0,density random,friends,6.368,2,0.00000000774269626191426,0.0981012903239422,0.330753565461212,0.46,0.844928,0.624963270776378
Pb9b102599efe2,48,Bands,central bands,0,1,density random,friends,6.435,1,0.851512947245755,0.00171763875884245,0.14581190321352,0.2,0.33890214797136,0.624963270776378
Pb9b102599efe2,49,Box,box plot,0,1,density random,friends,2.404,1,0.932802982329475,0.00251052404871799,0.0824115182669054,0.2,0.254867256637168,0.624963270776378
Pb9b102599efe2,50,Box,box plot,0,1,density random,friends,8.18,1,0.452121044349952,0.00853021103413387,0.00133497952907721,0.2,0.405899705014749,0.624963270776378
Pb9b102599efe2,51,Bands,central bands,0,1,density random,friends,6.896,1,0.286171952161915,0.00574852935896808,0.485348780134975,0.22,0.329756097560976,0.624963270776378
Pb9b102599efe2,52,Dot,dot plot,1,0,density random,friends,3.896,2,0.814599380232393,0.00355360989711229,0.219982096994355,0.22,0.257467248908297,0.624963270776378
Pb9b102599efe2,53,Violin,violin plot with box,0,0,density random,friends,4.446,2,0.00000439676290753255,0.636257534164342,0.32641428849409,0.48,0.615886970172685,0.624963270776378
Pb9b102599efe2,54,Box,box plot,0,1,density random,friends,1.79,1,0.781052558552432,0.264585224087293,0.51087228457249,0.12,0.134010152284264,0.624963270776378
Pb9b102599efe2,55,Violin,violin plot with box,0,0,density random,friends,2.955,2,0.0000000368238073367166,0.134638274671515,0.234214821438856,0.56,0.755104477611941,0.624963270776378
Pb9b102599efe2,56,Violin,violin plot with box,0,0,density random,friends,2.366,1,0.00145390820201574,0.5640168630834,0.596323399168504,0.38,0.440716417910448,0.624963270776378
Pb9b102599efe2,57,Bands,central bands,0,1,density random,friends,1.769,1,0.199320354449102,0.0112065329500206,0.0683781770275508,0.2,0.193367875647668,0.624963270776378
Pb9b102599efe2,58,Box,box plot,0,1,density random,friends,1.906,1,0.266215120896468,0.000604665224057444,0.0826222057211838,0.3,0.275866261398176,0.624963270776378
Pb9b102599efe2,59,Violin,violin plot with box,0,0,density random,friends,2.821,1,0.336365725963416,0.269106159294536,0.21609981140305,0.2,0.165360824742268,0.624963270776378
Pb9b102599efe2,60,Dot,dot plot,1,0,density random,friends,1.902,1,0.398264998291666,0.994127380513683,0.116694407613396,0.12,0.15447322970639,0.624963270776378
Pb9b102599efe2,61,Bands,central bands,0,1,density random,friends,8.931,1,0.77175551799978,0.000000386773707727883,0.00100279676590573,0.28,0.334134615384615,0.624963270776378
Pb9b102599efe2,62,Dot,dot plot,1,0,density random,friends,2.096,1,0.00000366071203616869,0.81081272494043,0.071483230909586,0.54,0.688872727272727,0.624963270776378
Pb9b102599efe2,63,Box,box plot,0,1,density random,friends,2.739,1,0.665799807488537,0.798404149480735,0.00535410704819402,0.12,0.142764811490126,0.624963270776378
Pb9b102599efe2,64,Violin,violin plot with box,0,0,density random,friends,5.053,2,0.0105335803402791,0.558778644495203,0.250929021637833,0.34,0.392917505030181,0.624963270776378
Pb9b102599efe2,65,Bands,central bands,0,1,density random,friends,2.049,1,0.92140089379304,0.000184140647531583,0.124295909968772,0.22,0.466598984771574,0.624963270776378
Pb9b102599efe2,66,Violin,violin plot with box,0,0,density random,friends,3.675,1,0.00157821318109308,0.548217958459645,0.0178725105305195,0.36,0.556949152542373,0.624963270776378
Pb9b102599efe2,67,Violin,violin plot with box,0,0,density random,friends,5.399,1,0.000307123489112326,0.566041055599843,0.515141544358942,0.4,0.581052631578947,0.624963270776378
Pb9b102599efe2,69,Violin,violin plot with box,0,0,density random,friends,7.191,1,0.0986348793457434,0.386135530127238,0.167131648275509,0.2,0.215430267062315,0.624963270776378
Pb9b102599efe2,70,Violin,violin plot with box,0,0,density random,friends,2.243,2,0.0000000326814806328457,0.669057278703693,0.354431386167791,0.54,0.787131011608624,0.624963270776378
Pb9b102599efe2,71,Bands,central bands,0,1,density random,friends,2.212,1,0.64795078697612,0.0364093701041108,0.794115836212569,0.12,0.172510288065844,0.624963270776378
Pb9b102599efe2,72,Bands,central bands,0,1,density random,friends,3.066,1,0.699533060350736,0.00287864913479274,0.425906588540318,0.22,0.279809523809524,0.624963270776378
Pb9b102599efe2,73,Violin,violin plot with box,0,0,density random,friends,3.355,1,0.432427349521857,0.0902228953721183,0.0593013753336339,0.18,0.149189189189189,0.624963270776378
Pb9b102599efe2,74,Violin,violin plot with box,0,0,density random,friends,2.863,2,0.18003762117158,0.0013671200906662,0.132167836613836,0.28,0.289707401032702,0.624963270776378
Pb9b102599efe2,75,Box,box plot,0,1,density random,friends,,1,0.828126346605401,0.0000227171242506152,0.000902940134450025,0.28,0.268027842227378,0.624963270776378
Pb9b102599efe2,76,Violin,violin plot with box,0,0,density random,friends,2.401,1,0.136840180229579,0.000514273326366999,0.476343646356068,0.3,0.438571428571428,0.624963270776378
Pb9b102599efe2,77,Violin,violin plot with box,0,0,density random,friends,1.75,1,0.978853237373064,0.0497219571343084,0.00873557391906099,0.2,0.159066147859922,0.624963270776378
Pb9b102599efe2,78,Violin,violin plot with box,0,0,density random,friends,2.523,1,0.592494443555861,0.108854153528499,0.672809102968624,0.18,0.139118644067797,0.624963270776378
Pb9b102599efe2,79,Violin,violin plot with box,0,0,density random,friends,3.832,3,1.31866295660643e-10,0.318680093073388,0.123600138603229,0.6,0.85752508361204,0.624963270776378
Pb9b102599efe2,80,Box,box plot,0,1,density random,friends,3.11,1,0.426206903821851,0.00000786897238724826,0.00097173849528154,0.26,0.282831050228311,0.624963270776378
Pb9b102599efe2,81,Dot,dot plot,1,0,density random,friends,6.789,3,0.367245181027669,5.24691401437849e-13,0.00000765476752404341,0.38,0.442249761677788,0.624963270776378
Pb9b102599efe2,82,Violin,violin plot with box,0,0,density random,friends,5.266,3,0.40333395857705,0.16948234356006,0.0000000201929928732814,0.38,0.408275862068966,0.624963270776378
Pb9b102599efe2,83,Box,box plot,0,1,density random,friends,1.364,3,3.37507799486048e-13,0.333101504589869,0.68909964670374,0.62,0.9477537437604,0.624963270776378
Pb9b102599efe2,85,Dot,dot plot,1,0,density random,friends,2.056,1,0.00180250428423245,0.801097434195494,0.124916786993526,0.28,0.48415770609319,0.624963270776378
Pb9b102599efe2,86,Bands,central bands,0,1,density random,friends,5.817,1,0.246309283374898,0.548359617611609,0.202095869811225,0.18,0.226262626262626,0.624963270776378
Pb9b102599efe2,87,Box,box plot,0,1,density random,friends,6.022,2,0.980713221305246,0.00000010194624056048,0.000086599232889661,0.34,0.335222672064777,0.624963270776378
Pb9b102599efe2,88,Bands,central bands,0,1,density random,friends,4.04,1,0.0877082698826375,0.726474388634924,0.380013989424938,0.16,0.261818181818182,0.624963270776378
Pb9b102599efe2,89,Box,box plot,0,1,density random,friends,1.689,1,0.497656775985457,0.0365639915159131,0.454963137801286,0.16,0.169058402860548,0.624963270776378
Pb9b102599efe2,90,Dot,dot plot,1,0,density random,friends,1.945,1,0.713813295257339,0.578457219466172,0.264557046303031,0.16,0.119688715953307,0.624963270776378
Pb9b102599efe2,91,Box,box plot,0,1,density random,friends,,2,0.825237580348197,0.000000388406127704855,0.0000513785127809777,0.28,0.304439560439561,0.624963270776378
Pb9b102599efe2,92,Violin,violin plot with box,0,0,density random,friends,2.522,3,0.0000000153374879463541,0.962749251649219,0.539401140009602,0.48,0.687621550591328,0.624963270776378
Pb9b102599efe2,94,Bands,central bands,0,1,density random,friends,6.679,2,0.00000759804996652846,0.255560208158127,0.657117405950924,0.4,0.630404984423676,0.624963270776378
Pb9b102599efe2,95,Box,box plot,0,1,density random,friends,2.252,1,0.805390629676098,0.714808864752069,0.917228927315006,0.0800000000000001,0.0841059602649007,0.624963270776378
Pb9b102599efe2,96,Dot,dot plot,1,0,density random,friends,1.379,1,0.163348518064356,0.29784055992596,0.314007281945638,0.22,0.240872274143302,0.624963270776378
Pb9b102599efe2,97,Dot,dot plot,1,0,density random,friends,2.23,2,0.834981338169262,0.000233829720844625,0.405493562202778,0.24,0.332219020172911,0.624963270776378
Pb9b102599efe2,98,Dot,dot plot,1,0,density random,friends,1.286,1,0.583373041889523,0.0623736555133811,0.802554014138945,0.16,0.157341389728097,0.624963270776378
Pb9b102599efe2,99,Violin,violin plot with box,0,0,density random,friends,3.479,3,0.000000164449111883513,0.540860533255042,0.184079916898989,0.56,0.723726708074534,0.624963270776378
Pb6114caf197c68,0,Dot,dot plot with median,1,1,density random,prolific,4.82,4,0.195216156276698,0.000606756440640899,0.184079916898989,0.26,0.491221719457013,0.0994554047417617
Pb6114caf197c68,1,Bands,central bands,0,1,random,prolific,4.805,2,0.346740237698551,0.00496699331445827,0.133534184679809,0.2,0.224664536741214,0.0994554047417617
Pb6114caf197c68,2,Dot,dot plot with median,1,1,wilkinson,prolific,5.045,3,0.40568763780622,0.517962588190664,0.0269155902314031,0.16,0.158070500927644,0.0994554047417617
Pb6114caf197c68,3,Violin,violin plot with median,0,1,wilkinson,prolific,4.956,4,0.310952645106318,0.00269362505339088,0.321017709723547,0.3,0.327235494880546,0.0994554047417617
Pb6114caf197c68,4,Dot,dot plot,1,0,random,prolific,3.533,3,7.33859639723278e-11,0.699946301332311,0.414073369119111,0.58,0.751188405797102,0.0994554047417617
Pb6114caf197c68,5,Violin,violin plot,0,0,beeswarm,prolific,4.869,3,0.505365967677969,0.000737333251868977,0.380013989424938,0.24,0.302896551724138,0.0994554047417617
Pb6114caf197c68,6,Box,box plot with dots,1,1,wilkinson,prolific,6.569,4,0.982066415580067,0.683522296417552,0.3104270081169,0.1,0.106983050847458,0.0994554047417617
Pb6114caf197c68,7,Violin,violin plot with dots,1,0,density random,prolific,2.663,3,0.46178220920801,0.00857997354796791,0.664352553412473,0.16,0.26460024600246,0.0994554047417617
Pb6114caf197c68,8,Dot,dot plot with median,1,1,beeswarm,prolific,1.57,4,0.377830807831922,0.00166212742678251,0.00471077310233085,0.22,0.211781140861467,0.0994554047417617
Pb6114caf197c68,9,Dot,dot plot,1,0,random,prolific,,2,0.762867887235242,0.0000256400381537514,0.0151703815226939,0.24,0.302618083670715,0.0994554047417617
Pb6114caf197c68,10,Dot,dot plot with median,1,1,wilkinson,prolific,4.606,2,0.556983188285003,0.19437475007586,0.103326533944004,0.16,0.204263959390863,0.0994554047417617
Pb6114caf197c68,11,Dot,dot plot,1,0,beeswarm,prolific,3.584,3,0.917709514447863,0.332910450374367,0.0353868132976356,0.14,0.178033898305085,0.0994554047417617
Pb6114caf197c68,12,Violin,violin plot,0,0,wilkinson,prolific,3.307,2,0.218975154250195,0.342239633992914,0.0103663204567062,0.14,0.201666666666667,0.0994554047417617
Pb6114caf197c68,13,Bands,central bands,0,1,beeswarm,prolific,2.777,1,0.0000000132133708419246,0.566041055599843,0.515141544358942,0.54,0.787508305647841,0.0994554047417617
Pb6114caf197c68,14,Violin,violin plot with box,0,0,wilkinson,prolific,3.274,2,0.289513707257993,0.695576301647555,0.00591512893726348,0.14,0.186442953020134,0.0994554047417617
Pb6114caf197c68,15,Dot,dot plot,1,0,density random,prolific,2.301,3,0.394306812461466,0.0035640086469837,0.531015691580205,0.18,0.29025069637883,0.0994554047417617
Pb6114caf197c68,16,Violin,violin plot,0,0,wilkinson,prolific,6.459,2,0.972711046073847,0.000487991518226094,0.343528636617906,0.22,0.463728813559322,0.0994554047417617
Pb6114caf197c68,17,Box,box plot with dots,1,1,beeswarm,prolific,2.647,1,0.00000000139482492222953,0.976328644873897,0.543497264266948,0.56,0.752977099236641,0.0994554047417617
Pb6114caf197c68,18,Bands,central bands,0,1,wilkinson,prolific,2.499,2,0.823300712676759,0.0000159724591672905,0.00857863776965477,0.32,0.395985997666278,0.0994554047417617
Pb6114caf197c68,19,Violin,violin plot with box,0,0,random,prolific,2.972,3,0.00553227939707601,0.130725017921665,0.415258995693063,0.34,0.384789762340037,0.0994554047417617
Pb6114caf197c68,20,Box,box plot,0,1,random,prolific,5.782,1,0.0000026310660610207,0.641895670005381,0.43620260158131,0.48,0.616594427244582,0.0994554047417617
Pb6114caf197c68,21,Violin,violin plot,0,0,wilkinson,prolific,1.326,2,0.506786302122226,0.53775561948738,0.0364158741053828,0.14,0.158197573656846,0.0994554047417617
Pb6114caf197c68,22,Box,box plot,0,1,wilkinson,prolific,,3,0.737609824957113,0.00825904127030497,0.00521580643505214,0.2,0.204862745098039,0.0994554047417617
Pb6114caf197c68,23,Bands,central bands,0,1,beeswarm,prolific,4.321,3,0.160549661671701,0.245914655512276,0.0396720060799735,0.16,0.304067085953878,0.0994554047417617
Pb6114caf197c68,24,Box,box plot with dots,1,1,density random,prolific,5.251,4,0.290293871102984,0.0000471037009130981,0.201747596561183,0.24,0.389692532942899,0.0994554047417617
Pb6114caf197c68,25,Bands,central bands,0,1,density random,prolific,1.613,3,0.20345323488764,0.00448523312485971,0.224674926523816,0.24,0.43181049069374,0.0994554047417617
Pb6114caf197c68,26,Violin,violin plot with dots,1,0,density random,prolific,4.596,2,0.663927622808487,0.46720763630916,0.00308650881327499,0.18,0.211924528301887,0.0994554047417617
Pb6114caf197c68,27,Box,box plot,0,1,random,prolific,2.961,3,0.676879413946528,0.000184503604738762,0.138347106403806,0.26,0.346942392909897,0.0994554047417617
Pb6114caf197c68,28,Box,box plot with dots,1,1,random,prolific,1.234,2,0.0000000731683664767502,0.649609566880672,0.243301532885775,0.56,0.724096385542169,0.0994554047417617
Pb6114caf197c68,29,Dot,dot plot,1,0,random,prolific,1.357,3,0.0000026310660610207,0.641895670005381,0.43620260158131,0.48,0.616594427244582,0.0994554047417617
Pb6114caf197c68,30,Violin,violin plot with median,0,1,random,prolific,5.566,2,0.00000680428560140278,0.962749251649221,0.539401140009602,0.4,0.560890125173852,0.0994554047417617
Pb6114caf197c68,31,Box,box plot,0,1,wilkinson,prolific,2.883,3,0.322901033699308,0.00292062349394606,0.596323399168504,0.26,0.291590628853268,0.0994554047417617
Pb6114caf197c68,32,Dot,dot plot with median,1,1,density random,prolific,4.809,3,0.00000387759760922535,0.578457219466172,0.264557046303031,0.44,0.564437194127243,0.0994554047417617
Pb6114caf197c68,33,Dot,dot plot with median,1,1,random,prolific,,2,0.877763408910085,0.0123719161124189,0.0641110304889601,0.2,0.243369565217391,0.0994554047417617
Pb6114caf197c68,34,Box,box plot with dots,1,1,random,prolific,5.075,2,0.245529003738152,0.685297783340899,0.0935278715415556,0.2,0.242454873646209,0.0994554047417617
Pb6114caf197c68,35,Bands,central bands,0,1,random,prolific,4.454,2,0.548781824161681,0.450250655850794,0.00000910929863437295,0.14,0.264569288389513,0.0994554047417617
Pb6114caf197c68,36,Violin,violin plot with dots,1,0,wilkinson,prolific,2.823,2,0.024981488038299,0.0117531940331159,0.00535410704819402,0.38,0.291444141689373,0.0994554047417617
Pb6114caf197c68,37,Dot,dot plot with median,1,1,wilkinson,prolific,1.08,3,0.900701803671133,0.00558167706043156,0.0239271836164681,0.18,0.308785046728972,0.0994554047417617
Pb6114caf197c68,38,Violin,violin plot with dots,1,0,random,prolific,0.962,1,0.22137266266115,0.0000000628701066762716,0.000013502675636283,0.36,0.278115183246073,0.0994554047417617
Pb6114caf197c68,39,Dot,dot plot,1,0,random,prolific,1.084,2,0.981805441893546,0.000465286565115131,0.677770441239255,0.22,0.324664310954064,0.0994554047417617
Pb6114caf197c68,40,Box,box plot with dots,1,1,beeswarm,prolific,1.441,3,0.0000247281323033643,0.612201379708311,0.476742638114955,0.38,0.621571428571429,0.0994554047417617
Pb6114caf197c68,41,Bands,central bands,0,1,random,prolific,2.135,2,0.388262014076849,0.824765868927278,0.000217532527089986,0.16,0.241098398169336,0.0994554047417617
Pb6114caf197c68,42,Dot,dot plot,1,0,beeswarm,prolific,1.526,2,0.794618566738739,0.671852305639411,0.00368491625236791,0.14,0.16445434298441,0.0994554047417617
Pb6114caf197c68,43,Box,box plot with dots,1,1,wilkinson,prolific,1.421,3,0.682330629414101,0.0970387213722419,0.653240622204613,0.14,0.146666666666667,0.0994554047417617
Pb6114caf197c68,44,Bands,central bands,0,1,random,prolific,2.451,1,0.682330629414101,0.0970387213722419,0.653240622204613,0.14,0.146666666666667,0.0994554047417617
Pb6114caf197c68,45,Bands,central bands,0,1,wilkinson,prolific,0.881,2,0.845739697192696,0.347229661811079,0.220311081096426,0.1,0.113153153153153,0.0994554047417617
Pb6114caf197c68,46,Violin,violin plot,0,0,density random,prolific,0.847,3,0.464976309465623,0.0442106397938187,0.205700181881497,0.16,0.267027027027027,0.0994554047417617
Pb6114caf197c68,47,Dot,dot plot with median,1,1,beeswarm,prolific,1.214,2,0.825879845077692,0.408787285293979,0.917228927315006,0.1,0.107391304347826,0.0994554047417617
Pb6114caf197c68,48,Box,box plot,0,1,density random,prolific,1.739,1,0.518549014333425,0.669271534395692,0.832994646347479,0.14,0.11613707165109,0.0994554047417617
Pb6114caf197c68,49,Violin,violin plot with dots,1,0,density random,prolific,0.892,3,0.708551848341169,0.0123306470813049,0.0613871131218129,0.2,0.306108527131783,0.0994554047417617
Pb6114caf197c68,50,Bands,central bands,0,1,wilkinson,prolific,1.171,2,0.937718460475672,0.151372059979274,0.0000213198484087698,0.18,0.24695652173913,0.0994554047417617
Pb6114caf197c68,51,Dot,dot plot with median,1,1,wilkinson,prolific,0.803,3,0.00000168477231810016,0.931267882302313,0.36713311893246,0.44,0.703198458574181,0.0994554047417617
Pb6114caf197c68,52,Bands,central bands,0,1,density random,prolific,1.793,3,0.170432216427744,0.0000659051341653782,0.00000133708340888742,0.38,0.318479087452471,0.0994554047417617
Pb6114caf197c68,53,Dot,dot plot with median,1,1,beeswarm,prolific,1.441,2,0.10625684633487,0.00737422645018393,0.00485867330425723,0.3,0.268781869688385,0.0994554047417617
Pb6114caf197c68,54,Box,box plot,0,1,beeswarm,prolific,2.613,3,0.811216710644882,0.210609452906602,0.124295909968767,0.08,0.146026871401152,0.0994554047417617
Pb6114caf197c68,55,Violin,violin plot with median,0,1,random,prolific,2.18,1,0.298287719402645,0.0000671705056811689,0.00053207885049292,0.28,0.239017199017199,0.0994554047417617
Pb6114caf197c68,56,Box,box plot with dots,1,1,density random,prolific,2.531,2,0.00553227939707601,0.130725017921665,0.415258995693063,0.34,0.384789762340037,0.0994554047417617
Pb6114caf197c68,57,Violin,violin plot,0,0,random,prolific,3.17,1,0.175333011767645,0.785695869928858,0.0323098404253789,0.14,0.213106382978723,0.0994554047417617
Pb6114caf197c68,58,Bands,central bands,0,1,beeswarm,prolific,1.422,2,0.565127308790236,0.130319170241926,0.247663717249786,0.18,0.256475972540046,0.0994554047417617
Pb6114caf197c68,59,Box,box plot,0,1,beeswarm,prolific,3.334,1,0.0883493468300611,0.329432646157078,0.0561103002397096,0.28,0.235563258232236,0.0994554047417617
Pb6114caf197c68,60,Bands,central bands,0,1,wilkinson,prolific,1.069,2,0.0000686086201533431,0.578457219466173,0.264557046303031,0.4,0.582178217821783,0.0994554047417617
Pb6114caf197c68,61,Box,box plot with dots,1,1,wilkinson,prolific,1.228,3,0.923788522709249,0.581642861142253,0.508094035356641,0.1,0.0744605475040258,0.0994554047417617
Pb6114caf197c68,62,Dot,dot plot,1,0,wilkinson,prolific,1.217,2,0.0000375341375096205,0.332435298159643,0.191130221200878,0.42,0.537658862876254,0.0994554047417617
Pb6114caf197c68,63,Dot,dot plot,1,0,beeswarm,prolific,1.264,2,0.416126053129092,0.736408102746457,0.000103254780571964,0.18,0.161687170474517,0.0994554047417617
Pb6114caf197c68,64,Bands,central bands,0,1,beeswarm,prolific,1.715,2,0.981805441893546,0.000465286565115131,0.677770441239255,0.22,0.324664310954064,0.0994554047417617
Pb6114caf197c68,65,Dot,dot plot,1,0,wilkinson,prolific,2.178,2,0.535186128331316,0.0128759775327101,0.222286434049203,0.18,0.284014336917563,0.0994554047417617
Pb6114caf197c68,66,Bands,central bands,0,1,density random,prolific,1.358,1,0.56524244790336,0.203614037360462,0.504101612496041,0.16,0.120945945945946,0.0994554047417617
Pb6114caf197c68,67,Dot,dot plot,1,0,density random,prolific,4.587,3,0.160549661671701,0.245914655512276,0.0396720060799735,0.16,0.304067085953878,0.0994554047417617
Pb6114caf197c68,68,Violin,violin plot with median,0,1,density random,prolific,3.488,2,0.000000214194743053397,0.678623016127613,0.0307213430335862,0.48,0.816849816849817,0.0994554047417617
Pb6114caf197c68,69,Dot,dot plot,1,0,random,prolific,3.607,2,0.319282917243148,0.060976195156738,0.596378640822426,0.16,0.284384303112314,0.0994554047417617
Pb6114caf197c68,70,Dot,dot plot,1,0,random,prolific,0.814,3,0.74439953752367,0.000000339844392183153,0.00247750235700931,0.24,0.329164882226981,0.0994554047417617
Pb6114caf197c68,71,Bands,central bands,0,1,density random,prolific,0.73,2,0.00121263621846346,0.802637439232128,0.304295172103239,0.28,0.47280276816609,0.0994554047417617
Pb6114caf197c68,72,Box,box plot with dots,1,1,beeswarm,prolific,1.483,2,0.508072641829155,0.33738200984565,0.225809069198368,0.1,0.132541743970315,0.0994554047417617
Pb6114caf197c68,73,Bands,central bands,0,1,density random,prolific,1.059,2,0.0468050098846651,0.335788028641373,0.546087462311213,0.28,0.261818181818182,0.0994554047417617
Pb6114caf197c68,74,Box,box plot,0,1,density random,prolific,1.737,1,0.698343385482066,0.00312201965707781,0.0554813844934354,0.22,0.316078431372549,0.0994554047417617
Pb6114caf197c68,75,Violin,violin plot with dots,1,0,density random,prolific,0.685,2,0.416126053129092,0.736408102746457,0.000103254780571964,0.18,0.161687170474517,0.0994554047417617
Pb6114caf197c68,76,Bands,central bands,0,1,random,prolific,2.233,3,0.271684115960757,0.852768514247365,0.00368177844363426,0.18,0.172265943012212,0.0994554047417617
Pb6114caf197c68,77,Box,box plot with dots,1,1,beeswarm,prolific,4.022,2,0.0000805883780812255,0.892074961546223,0.219982096994346,0.36,0.574920071047958,0.0994554047417617
Pb6114caf197c68,78,Box,box plot,0,1,beeswarm,prolific,1.098,3,0.123031869439771,0.953885168798846,0.183290343128751,0.2,0.232595281306715,0.0994554047417617
Pb6114caf197c68,79,Dot,dot plot,1,0,density random,prolific,1.118,2,0.0000126929313237767,0.146581023411334,0.334296669364957,0.44,0.729115913555992,0.0994554047417617
Pb6114caf197c68,80,Violin,violin plot with dots,1,0,density random,prolific,1.111,2,0.243735343223705,0.279532938993753,0.0044783224024017,0.18,0.215942720763723,0.0994554047417617
Pb6114caf197c68,81,Bands,central bands,0,1,beeswarm,prolific,0.974,2,0.676700881536239,0.454577801789991,0.346687998720883,0.12,0.11036075036075,0.0994554047417617
Pb6114caf197c68,82,Violin,violin plot with median,0,1,wilkinson,prolific,1.622,2,0.518549014333425,0.669271534395692,0.832994646347479,0.14,0.11613707165109,0.0994554047417617
Pb6114caf197c68,83,Box,box plot with dots,1,1,beeswarm,prolific,1.213,1,0.074565710372327,0.00314746293942747,0.0328384550355364,0.3,0.273958333333333,0.0994554047417617
Pb6114caf197c68,84,Dot,dot plot with median,1,1,beeswarm,prolific,0.868,3,0.91437193920657,0.000872788407544789,0.502043433051852,0.18,0.270188679245283,0.0994554047417617
Pb6114caf197c68,85,Dot,dot plot,1,0,wilkinson,prolific,0.694,2,0.506786302122226,0.53775561948738,0.0364158741053828,0.14,0.158197573656846,0.0994554047417617
Pb6114caf197c68,86,Violin,violin plot with box,0,0,density random,prolific,3.148,1,0.83037101392576,0.481938052588095,0.704555898195705,0.1,0.102669104204753,0.0994554047417617
Pb6114caf197c68,87,Box,box plot,0,1,random,prolific,0.82,2,0.0000104764562571802,0.335687390255505,0.79225783513908,0.44,0.59689381933439,0.0994554047417617
Pb6114caf197c68,88,Violin,violin plot with median,0,1,beeswarm,prolific,0.696,3,0.000014899436497906,0.636257534164342,0.32641428849409,0.42,0.672175502742231,0.0994554047417617
Pb6114caf197c68,89,Bands,central bands,0,1,random,prolific,1.338,2,0.655846925237686,0.00728167709794914,0.385832244375493,0.2,0.262699386503068,0.0994554047417617
